videoId,textDisplay,cleanedData,likeCount,publishedAt,updatedAt,commentId
wUn05hdkhjM,"Still in my opinion, one of the best mcu movies",still in my opinion one of the best mcu movies,2,2019-06-20T02:30:16Z,2019-06-20T02:30:16Z,UgzZRreNazYJXOlqpnl4AaABAg
wUn05hdkhjM,I am inevitable,i am inevitable,0,2019-06-09T18:52:52Z,2019-06-09T18:52:52Z,Ugzmpc2CS7fUUSzhNG54AaABAg
wUn05hdkhjM,I... AM... YOUR... FATHER...,i am your father,1,2019-06-08T01:56:35Z,2019-06-08T01:56:35Z,Ugybbmy6OytQk63IgUN4AaABAg
wUn05hdkhjM,"Marvel studios : now that&#39;s Is in cinemas the endgame movie , we gonna put our old móvies in YouTube recomendations",marvel studios  now thats is in cinemas the endgame movie  we gonna put our old móvies in youtube recomendations,1,2019-06-03T14:47:12Z,2019-06-03T14:47:12Z,Ugx14k8M_7MVYGAacsd4AaABAg
wUn05hdkhjM,I can’t wait for volume 3 trailer. I really wanna know of Gamora will come back and reunite. (Most likely),i cant wait for volume 3 trailer i really wanna know of gamora will come back and reunite most likely,0,2019-05-30T14:39:12Z,2019-05-30T14:39:12Z,UgxKb1NzA_8xjPOkSid4AaABAg
wUn05hdkhjM,Who thought this was vol 3 laeve a like,who thought this was vol 3 laeve a like,1,2019-05-30T09:29:13Z,2019-05-30T09:29:13Z,Ugx-GBVWvVORJoslV9V4AaABAg
wUn05hdkhjM,Who&#39;s in 2019..???,whos in 2019,1,2019-05-30T06:23:12Z,2019-05-30T06:23:12Z,UgzTnKEoRvZeBIWBqV94AaABAg
wUn05hdkhjM,"This showed in my reccommended and I thought it was Vol 3 and I was like &quot;HELLLLL YEAHHHHHHH&quot; Until when I clicked the vid...and I&#39;m not copying Heart 11 guy, this actually happened",this showed in my reccommended and i thought it was vol 3 and i was like helllll yeahhhhhhh until when i clicked the vidand im not copying heart 11 guy this actually happened,3,2019-05-29T11:14:12Z,2019-05-29T11:14:41Z,UgxKY1PddE62ngZZy7h4AaABAg
wUn05hdkhjM,"I legit thought it said, “Volume 3” <br>And lemme tell ya. I was pissed when I found out it wasn’t.","i legit thought it said volume 3 
and lemme tell ya i was pissed when i found out it wasnt",0,2019-05-29T05:10:45Z,2019-05-29T05:10:45Z,UgwSU_Rzz9MoYPwtN5N4AaABAg
wUn05hdkhjM,Who else is after Endgame?,who else is after endgame,2,2019-05-28T13:08:06Z,2019-05-28T13:08:06Z,UgzgyQF89KMQNaXVVoZ4AaABAg
wUn05hdkhjM,People will see vol 2 as vol 3<br>And later maybe would see vol 3 and 4,"people will see vol 2 as vol 3
and later maybe would see vol 3 and 4",0,2019-05-28T09:32:04Z,2019-05-28T09:32:04Z,UgwbEkB8bpI2L7vrVEx4AaABAg
wUn05hdkhjM,Who the hell are you<br>First peter<br>And recently thor,"who the hell are you
first peter
and recently thor",3,2019-05-28T09:31:00Z,2019-05-28T09:31:00Z,Ugyz1sqmwuNzhQBMViF4AaABAg
wUn05hdkhjM,why is gamora?,why is gamora,0,2019-05-28T07:33:18Z,2019-05-28T07:33:18Z,Ugz0Uh4UC42iakiknCp4AaABAg
wUn05hdkhjM,I Love You 3000💕,i love you 3000,1,2019-05-26T09:02:56Z,2019-05-26T09:02:56Z,UgzWmdoj_-xELBQ8dKp4AaABAg
wUn05hdkhjM,No one :<br><br>Recommendation 2019 : GuArDiAnS Of ThE GaLaXy 2,"no one 

recommendation 2019  guardians of the galaxy 2",13,2019-05-25T05:10:41Z,2019-05-25T05:10:41Z,UgyNDzNT8S1C2fKX1nd4AaABAg
wUn05hdkhjM,Claire Will gonna b so jealous &#39;bout this..,claire will gonna b so jealous bout this,1,2019-05-24T01:17:13Z,2019-05-24T01:17:13Z,UgxDYcz67ymyiJFextx4AaABAg
wUn05hdkhjM,Its been 2 years already😲,its been 2 years already,1,2019-05-23T12:57:09Z,2019-05-23T12:57:09Z,UgzeONQDge-DWHpJPUl4AaABAg
wUn05hdkhjM,I AM GROOT,i am groot,1,2019-05-20T01:00:10Z,2019-05-20T01:00:10Z,UgybGrdgTWiW-hzy5xJ4AaABAg
wUn05hdkhjM,Best MCU Movie you cannot change my mind,best mcu movie you cannot change my mind,1,2019-05-19T18:10:11Z,2019-05-19T18:10:11Z,Ugw2tSXxD20W8WZ5eUd4AaABAg
wUn05hdkhjM,Happy 2019,happy 2019,0,2019-05-18T11:21:10Z,2019-05-18T11:21:10Z,Ugw8X1WotbtcNQKe6B94AaABAg
wUn05hdkhjM,I think I read this wrong.,i think i read this wrong,1,2019-05-18T01:23:13Z,2019-05-18T01:23:13Z,UgzVbWjEkh8ofXt0Yeh4AaABAg
wUn05hdkhjM,I  love  guardians  of the galaxy 1 and  2,i  love  guardians  of the galaxy 1 and  2,0,2019-05-17T10:43:46Z,2019-05-17T10:43:46Z,UgyU1T5IYp7-lFrVbVp4AaABAg
wUn05hdkhjM,Uh u mean Asgardians of the Galaxy,uh u mean asgardians of the galaxy,0,2019-05-15T15:09:17Z,2019-05-15T15:09:17Z,UgwuHv0LDrPXizi15qB4AaABAg
wUn05hdkhjM,Anyone else see the trailer as <b>Guardians of the Galaxy vol. 3 official trailer</b> ? Because I did and I clicked soooo fast😂😂😂,anyone else see the trailer as guardians of the galaxy vol 3 official trailer  because i did and i clicked soooo fast,2,2019-05-15T03:18:07Z,2019-05-15T03:18:07Z,Ugwj11tPGCP6-kVHGcV4AaABAg
wUn05hdkhjM,I saw this in my recommendations i thought it was guardians of the galaxy vol 3,i saw this in my recommendations i thought it was guardians of the galaxy vol 3,1,2019-05-14T15:52:45Z,2019-05-14T15:52:45Z,Ugw1KYTGFug5OJzvCrB4AaABAg
wUn05hdkhjM,It feels weird looking at Gamora.,it feels weird looking at gamora,1,2019-05-12T09:56:36Z,2019-05-12T09:56:36Z,Ugwdz8N3qnDYA8O8jTd4AaABAg
wUn05hdkhjM,"The new MCU trailers are much better, think that trend started with the first GOTG.",the new mcu trailers are much better think that trend started with the first gotg,0,2019-05-12T09:53:35Z,2019-05-12T09:53:35Z,UgxYN4-Mr70LG9jNIFV4AaABAg
wUn05hdkhjM,wHo iS heRe AfTeR thE eNd Of tHe WoRLD?!??<br><br><br><br><br><br><br><b>yes actually</b>,"who is here after the end of the world






yes actually",6,2019-05-11T09:59:52Z,2019-05-11T09:59:52Z,UgxQS9XjgfrQXVzLvO94AaABAg
wUn05hdkhjM,"I know I&#39;m the minority here, but this is probably my favorite Marvel Studios movie, way better than the first Guardians film.",i know im the minority here but this is probably my favorite marvel studios movie way better than the first guardians film,12,2019-05-11T05:48:32Z,2019-05-11T05:48:32Z,UgzcAsI5hrKwqmxIiOB4AaABAg
wUn05hdkhjM,I want Neb to join the guardians,i want neb to join the guardians,0,2019-05-09T09:57:15Z,2019-05-09T09:57:15Z,UgziWq6IAHV8rcadSdp4AaABAg
wUn05hdkhjM,Anyone else like to revisit these?,anyone else like to revisit these,2,2019-05-08T22:36:25Z,2019-05-08T22:36:25Z,UgzF6HThOLaqnVv3UOp4AaABAg
wUn05hdkhjM,Who&#39;s in 2019..?,whos in 2019,1,2019-05-08T07:27:06Z,2019-05-08T07:27:06Z,Ugy9kX6c16KwbeptVv14AaABAg
wUn05hdkhjM,<b>GOLD</b>,gold,0,2019-05-07T02:23:53Z,2019-05-07T02:23:53Z,Ugw0PyDAoeh7dYIo3Dl4AaABAg
wUn05hdkhjM,"I edited this trailer and replaced the song with &quot;happy together&quot; because I think it fits. Give it a watch if u want :) If not, it&#39;s fine haha :P",i edited this trailer and replaced the song with happy together because i think it fits give it a watch if u want  if not its fine haha p,0,2019-05-06T20:59:35Z,2019-05-06T20:59:35Z,UgyoejiL0Hd1vMF5SGt4AaABAg
wUn05hdkhjM,Damnit!  I thought it said Vol. 3!,damnit  i thought it said vol 3,2,2019-05-06T03:51:55Z,2019-05-06T03:51:55Z,UgydxoWGohjIB6JVnbR4AaABAg
wUn05hdkhjM,This popped up in my recommendations and I bought it was for Vol.3 ffs 😔,this popped up in my recommendations and i bought it was for vol3 ffs ,1,2019-05-04T09:49:39Z,2019-05-04T09:49:39Z,UgwU2sN8yvYEIpPvZ1N4AaABAg
wUn05hdkhjM,i thought it said vol. 3 and i got super excited for a second,i thought it said vol 3 and i got super excited for a second,0,2019-05-03T22:40:02Z,2019-05-03T22:40:02Z,UgxBV_Vd2Ce5iLDdyAx4AaABAg
wUn05hdkhjM,Thor will be in GOTG Volume 3.,thor will be in gotg volume 3,3,2019-05-01T08:48:55Z,2019-05-01T08:48:55Z,Ugy15sTor_gOCE-McPF4AaABAg
wUn05hdkhjM,I remember it was this trailer that got me excited for guardians vol 2!,i remember it was this trailer that got me excited for guardians vol 2,0,2019-04-30T17:55:52Z,2019-04-30T17:55:52Z,Ugxti_dG4BFym_z5did4AaABAg
wUn05hdkhjM,2019 anyone?? Just wanted to watch some good old marvel trailers after the ENDGAME😄😄,2019 anyone just wanted to watch some good old marvel trailers after the endgame,1,2019-04-29T16:35:45Z,2019-04-29T16:35:57Z,UgxSepFc7-nw8Vmu6vJ4AaABAg
wUn05hdkhjM,I had a sumsung galaxy phone 🤣🤣🤣😎😎😎😃😃😃😃,i had a sumsung galaxy phone ,0,2019-04-24T10:34:18Z,2019-04-24T10:57:49Z,UgydjaSceVRnSkXzGt54AaABAg
wUn05hdkhjM,RIP yondu:(,rip yondu,1,2019-04-21T17:36:30Z,2019-04-21T17:36:30Z,UgzzVnmvozN9lzWfUFB4AaABAg
wUn05hdkhjM,"<a href=""https://www.youtube.com/watch?v=wUn05hdkhjM&amp;t=1m45s"">1:45</a> Yondu",145 yondu,4,2019-04-19T15:36:52Z,2019-04-19T15:36:52Z,UgwcBrXcrwDqlE9MHtN4AaABAg
wUn05hdkhjM,This is one of Marvels best trailers,this is one of marvels best trailers,0,2019-04-19T13:29:16Z,2019-04-19T13:29:16Z,UgxziUbAN8UT_a5KnoR4AaABAg
wUn05hdkhjM,YO I THOUGHT THIS IS THE TRAILER FOR VOL. 3 CUZ ITS IN MY RECOMMENDATIONS.,yo i thought this is the trailer for vol 3 cuz its in my recommendations,0,2019-04-17T13:39:33Z,2019-04-17T13:39:33Z,UgzhVXVssZlarRqcyzF4AaABAg
wUn05hdkhjM,This film is a fuckin masterpiece,this film is a fuckin masterpiece,1,2019-04-17T06:16:37Z,2019-04-17T06:16:37Z,UgxMCoZ0vXCvhcjhAn14AaABAg
wUn05hdkhjM,This was a good movie,this was a good movie,1,2019-04-10T14:23:33Z,2019-04-10T14:23:33Z,UgxIFnYjvNeG_eTk7ZJ4AaABAg
wUn05hdkhjM,Worst tamil dubbing voice 😭,worst tamil dubbing voice ,0,2019-04-06T05:59:33Z,2019-04-06T05:59:33Z,Ugw9UnoDmK2BbfbVZrx4AaABAg
wUn05hdkhjM,all the sound track vol 1 and vol 2 are awesome ...,all the sound track vol 1 and vol 2 are awesome ,0,2019-04-06T04:55:08Z,2019-04-06T04:55:08Z,Ugx1AD-Vt0gFKMbeoSh4AaABAg
wUn05hdkhjM,LOL,lol,0,2019-04-04T23:25:26Z,2019-04-04T23:25:26Z,UgwiY9hLVaeUKIocXSV4AaABAg
wUn05hdkhjM,I am Groot,i am groot,0,2019-03-24T21:38:41Z,2019-03-24T21:38:41Z,UgwqZp2ggeQ_0hBJn7J4AaABAg
wUn05hdkhjM,2019?,2019,1,2019-03-16T20:31:27Z,2019-03-16T20:31:27Z,UgwQjsRArF2WbRCBw8J4AaABAg
wUn05hdkhjM,<b>mantis look out</b>,mantis look out,0,2019-03-16T07:06:17Z,2019-03-16T07:06:17Z,UgxhLryc4SNGQzYd76t4AaABAg
wUn05hdkhjM,2019 ?,2019,0,2019-03-15T05:31:19Z,2019-03-15T05:31:19Z,Ugysihwu6p3GFjZSwlx4AaABAg
wUn05hdkhjM,Road To Avengers: Endgame next Stop Is Here <br><br>Iron-Man ✅<br>The Incredible Hulk ✅<br>Iron-Man 2 ✅<br>THOR ✅<br>Captain America The First Avenger ✅<br>The Avengers ✅<br>Iron-Man 3 ✅<br>THOR THE DARK WORLD ✅<br>Captain America The Winter Soldier ✅<br>Guardians Of The Galaxy ✅<br>Avengers Age Of Ultron ✅<br>Ant-Man ✅<br>Captain America Civil War✅<br>Doctor Strange ✅<br>Guardians Of The Galaxy Vol 2 ✅<br>Spider-Man Homecoming ✅<br>Thor Ragnarok ✅<br>Black Panther ✅<br>Avengers Infinity War ✅<br>Ant-Man &amp; The Wasp ✅<br>Captain Marvel ✅<br>Avengers: Endgame ✅,"road to avengers endgame next stop is here 

ironman 
the incredible hulk 
ironman 2 
thor 
captain america the first avenger 
the avengers 
ironman 3 
thor the dark world 
captain america the winter soldier 
guardians of the galaxy 
avengers age of ultron 
antman 
captain america civil war
doctor strange 
guardians of the galaxy vol 2 
spiderman homecoming 
thor ragnarok 
black panther 
avengers infinity war 
antman  the wasp 
captain marvel 
avengers endgame ",4,2019-03-10T00:21:34Z,2019-05-01T14:20:02Z,UgyW0hzJlJg0c7GoS754AaABAg
wUn05hdkhjM,Tony: After All These Years I&#39;ve Found You.<br>Hiro: And Who The Hell Are You?<br>Tony: I&#39;m Your Dad Hiro.,"tony after all these years ive found you
hiro and who the hell are you
tony im your dad hiro",0,2019-02-06T22:11:22Z,2019-02-06T22:11:22Z,Ugw7kqppb9maKyAoFH94AaABAg
wUn05hdkhjM,Who is here after watching avengers end game trailer,who is here after watching avengers end game trailer,0,2018-12-15T18:40:11Z,2018-12-15T18:40:11Z,UgwaUvfPQlnLBu1apgB4AaABAg
wUn05hdkhjM,That trailer soundtrack! I cried!!!!!!!!!!!!,that trailer soundtrack i cried,0,2018-12-13T22:01:43Z,2018-12-13T22:01:43Z,UgzRiv1VvWTu_5JGuvR4AaABAg
wUn05hdkhjM,It was better than I expected. 😍 good movie and fortunately sequel!!! I tracked using boxxy software with german dubbing,it was better than i expected  good movie and fortunately sequel i tracked using boxxy software with german dubbing,1,2018-11-15T14:45:52Z,2018-11-15T14:45:52Z,UgzwOqdREqigAMXM_lV4AaABAg
wUn05hdkhjM,Pls but Uptown Girl by Billy Joel in Vol.3,pls but uptown girl by billy joel in vol3,0,2018-09-20T22:29:50Z,2018-09-20T22:29:50Z,UgzEZYs2aknE8iAjH3N4AaABAg
wUn05hdkhjM,im Groot 😂,im groot ,1,2018-09-02T12:45:20Z,2018-09-02T12:45:20Z,UgzQYpmk7Bf0ladbAj54AaABAg
wUn05hdkhjM,Will keep his/her name adam,will keep hisher name adam,1,2018-07-25T07:41:41Z,2018-07-25T07:43:19Z,UgzuCUfNmjpJJOU-zOF4AaABAg
wUn05hdkhjM,1980-2014,19802014,0,2018-07-07T23:37:45Z,2018-07-07T23:37:45Z,UgzRExSOlWqgsYgoSAh4AaABAg
wUn05hdkhjM,Who else here for BABY GROOT?,who else here for baby groot,0,2018-06-15T16:10:52Z,2018-06-15T16:10:52Z,Ugx0XuOpxzmUmDTbhtt4AaABAg
wUn05hdkhjM,fake chutiya,fake chutiya,0,2018-05-28T09:36:57Z,2018-05-28T09:36:57Z,Ugz2qk8stkSCEzVtbX54AaABAg
wUn05hdkhjM,Here after watching infinity war,here after watching infinity war,0,2018-05-26T03:17:02Z,2018-05-26T03:17:02Z,UgxvllflHfG6hWjxFnh4AaABAg
wUn05hdkhjM,Marvel Garduains of glaxy vol 3 confirm plz tell me plz,marvel garduains of glaxy vol 3 confirm plz tell me plz,1,2018-05-20T18:37:32Z,2018-05-20T18:37:32Z,UgxVwlt2XOqG8kf8XiB4AaABAg
wUn05hdkhjM,"Bruh,this trailer is awesome,better than infinity war trailer",bruhthis trailer is awesomebetter than infinity war trailer,0,2018-05-18T12:10:43Z,2018-05-18T12:11:00Z,UgymSPehLd_EHev5-bx4AaABAg
wUn05hdkhjM,It is the first time I am seeing any marvel movie&#39;s 3rd trailer<br>I have seen only 2 trailers of any movie,"it is the first time i am seeing any marvel movies 3rd trailer
i have seen only 2 trailers of any movie",0,2018-05-16T08:13:44Z,2018-05-16T08:13:44Z,UgykJQe25oXke2584x94AaABAg
wUn05hdkhjM,gonna see today,gonna see today,0,2018-05-13T06:24:30Z,2018-05-13T06:24:30Z,UgyFKtJZXCPtFzQTs6d4AaABAg
wUn05hdkhjM,Who here after Infinity War?,who here after infinity war,2,2018-05-03T23:52:44Z,2018-05-03T23:52:44Z,Ugw4i40gQYdOMYlYtzF4AaABAg
wUn05hdkhjM,And then there&#39;s Infinity War Part 1.. 😒,and then theres infinity war part 1 ,0,2018-05-03T16:17:53Z,2018-05-03T16:17:53Z,UgwGQxScnIRlr5ggtjF4AaABAg
wUn05hdkhjM,i love guardians of the galaxy vol 2 💖,i love guardians of the galaxy vol 2 ,0,2018-03-29T13:14:41Z,2018-03-29T13:14:41Z,UgyHrygWlVYI0b9kzZx4AaABAg
wUn05hdkhjM,Cant believe this trailer has mere 3 million views 🤤,cant believe this trailer has mere 3 million views ,0,2018-03-10T12:31:50Z,2018-03-10T12:31:50Z,Ugyi2YumweoDFK7QBv94AaABAg
wUn05hdkhjM,Sorry I didn&#39;t see it said trailer 3 I thought it said vol3,sorry i didnt see it said trailer 3 i thought it said vol3,0,2018-03-05T17:55:36Z,2018-03-05T17:55:36Z,Ugyi9u3DqSjcVOHyi294AaABAg
wUn05hdkhjM,That&#39;s vol2 not vol3,thats vol2 not vol3,0,2018-03-05T17:54:59Z,2018-03-05T17:54:59Z,Ugz30_EdUfwYh2O86LZ4AaABAg
wUn05hdkhjM,isnt that trailer 2,isnt that trailer 2,0,2018-03-04T10:13:36Z,2018-03-04T10:13:36Z,UgxL3R7l54Tcu8TlM0d4AaABAg
wUn05hdkhjM,I love marvel studios,i love marvel studios,2,2018-03-01T01:16:41Z,2018-03-01T01:16:41Z,Ugyv-kXV05RmdtPSDTh4AaABAg
wUn05hdkhjM,I can&#39;t believe this was that long ago,i cant believe this was that long ago,0,2018-02-13T00:24:15Z,2018-02-13T00:24:15Z,Ugz2Rb7TD3qsXCGXEPV4AaABAg
wUn05hdkhjM,WHO CAME HERE AFTER AVENGERS INFINITY WAR,who came here after avengers infinity war,0,2017-12-28T03:23:53Z,2017-12-28T03:23:53Z,UgyeDPz0cyTjf7PyAeN4AaABAg
wUn05hdkhjM,DIE SPACESHIP!,die spaceship,0,2017-11-29T19:08:34Z,2017-11-29T19:08:34Z,UgyDMqcWdghSAM6mU8V4AaABAg
wUn05hdkhjM,"I remember when I first seen this trailer, I seriously could not stop watching it for the next two months until the move finally released! I swear I&#39;d watch 10-15 times a day!",i remember when i first seen this trailer i seriously could not stop watching it for the next two months until the move finally released i swear id watch 1015 times a day,0,2017-11-25T08:16:38Z,2017-11-25T08:16:38Z,Ugw1ic9HYtrbQKU6N154AaABAg
wUn05hdkhjM,I&#39;m just looking for videos of Wyatt Oleff in this because I haven&#39;t seen 2 but I just watched the opening scene of 1 and freaked out because I hadn&#39;t realised it was him,im just looking for videos of wyatt oleff in this because i havent seen 2 but i just watched the opening scene of 1 and freaked out because i hadnt realised it was him,0,2017-10-23T09:16:21Z,2017-10-23T09:16:21Z,Ugxtq76ZenWGRnudXiN4AaABAg
wUn05hdkhjM,Peter: who the hell are you? <br>Ego: I’m your dad Peter. <br>Vader shows up out of nowhere: YOU HAVE A SON? THIS IS WONDERFUL! I MUST TELL EVERYONE,"peter who the hell are you 
ego im your dad peter 
vader shows up out of nowhere you have a son this is wonderful i must tell everyone",0,2017-10-18T00:04:18Z,2017-10-18T00:04:18Z,UgwrqdSvuAOXDYPI8I94AaABAg
wUn05hdkhjM,This volume two,this volume two,0,2017-09-20T06:39:56Z,2017-09-20T06:39:56Z,Ugw_q59hKXAtuM3PAg14AaABAg
wUn05hdkhjM,WARNING....IF YOU ARE A CHRISTIAN YOU DO NOT WANT TO SEE THIS FILM!!! THIS MOVIE IS DISGUSTING AN EXTREMELY OFFENSIVE!!! SPOILER ALERT....CHRIS PRATT IS THE SON OF GOD. THEN HE KILLS HIS DAD ( I HEARD) I WAS TOO SICK TO MY STOMACH TO WATCH THE ENTIRE FILM. THIS IS AN ATTACK ON OUR GOD. GOD OF AMERICA. 1 NATION UNDER GOD. IN GOD WE TRUST. NOW YOU SEE WHY WE ARE FALLING APART. GOD PLEASE HAVE MERCY ON US. PRAISE YOUR NAME. PRAISE GOD YOU ARE A LOVING MERCIFUL GOD. PRAISE GOD FOR YOUR LOVING KINDNESS AN WONDERFUL DEEDS. GOD HAVE MERCY ON THE PEOPLE WHO ARE FOOLED BY SATAN HOLLYWOOD. FUNNY HOW EVERYTHING IN THE BIBLE IS ALL COMING TRUE. JESUS YOU ARE MY LORD AN SAVIOR.,warningif you are a christian you do not want to see this film this movie is disgusting an extremely offensive spoiler alertchris pratt is the son of god then he kills his dad  i heard i was too sick to my stomach to watch the entire film this is an attack on our god god of america 1 nation under god in god we trust now you see why we are falling apart god please have mercy on us praise your name praise god you are a loving merciful god praise god for your loving kindness an wonderful deeds god have mercy on the people who are fooled by satan hollywood funny how everything in the bible is all coming true jesus you are my lord an savior,1,2017-08-23T00:59:02Z,2017-08-23T00:59:02Z,UgyyYXff9OkKRhqZJeZ4AaABAg
wUn05hdkhjM,I&#39;m Mary Poppins y&#39;all!,im mary poppins yall,0,2017-08-16T01:51:20Z,2017-08-16T01:51:20Z,UgwtHGlKridXLKR1W1x4AaABAg
wUn05hdkhjM,Nice,nice,0,2017-08-16T01:48:28Z,2017-08-16T01:48:28Z,Ugw9EpxI88VRMQ6dXCl4AaABAg
wUn05hdkhjM,Why you lying this is vol 2 not 3,why you lying this is vol 2 not 3,0,2017-08-13T22:26:46Z,2017-08-13T22:26:46Z,UgzlkuyIPBav3SV_4F54AaABAg
wUn05hdkhjM,Best trailer ever,best trailer ever,0,2017-07-27T12:54:18Z,2017-07-27T12:54:18Z,UgiEZbWOobYNuXgCoAEC
wUn05hdkhjM,"Guardian of the Galaxy is much better than Guardian of The Galaxy 2 will the space scene and the fight scene is fun even they have some funny part in the movie but I still recommend this movie ,  I just enjoy the main character in Guardian Of The Galaxy 2 Star Lord is the best part of the movie and the fight scene .",guardian of the galaxy is much better than guardian of the galaxy 2 will the space scene and the fight scene is fun even they have some funny part in the movie but i still recommend this movie   i just enjoy the main character in guardian of the galaxy 2 star lord is the best part of the movie and the fight scene ,1,2017-07-23T07:15:28Z,2017-07-23T07:15:28Z,UghExsQVlDAFHngCoAEC
wUn05hdkhjM,I love this band of misfits😎😎😎!!!!,i love this band of misfits,0,2017-07-20T02:55:48Z,2017-07-20T02:55:48Z,UgidYM-4OpjOPHgCoAEC
wUn05hdkhjM,"Even after watching the movie, the trailer is still awesome",even after watching the movie the trailer is still awesome,1,2017-07-16T01:47:37Z,2017-07-16T01:47:37Z,UgjEloSQt8fDRngCoAEC
wUn05hdkhjM,nice,nice,0,2017-07-10T10:11:28Z,2017-07-10T10:11:28Z,UgjMm9SjLEx1NHgCoAEC
wUn05hdkhjM,you should make a movie where Carnage teams with Loki and spider Man teams up with scarlet spider (Ben Reilly)and Thor and anti venom having trouble deciding to be good or bad if you do good luck marvel and thanks for everything,you should make a movie where carnage teams with loki and spider man teams up with scarlet spider ben reillyand thor and anti venom having trouble deciding to be good or bad if you do good luck marvel and thanks for everything,1,2017-07-07T07:03:33Z,2017-07-07T07:03:33Z,UggcsDg7iPCZi3gCoAEC
wUn05hdkhjM,MAKE A MOVIE ABOUT GAMBIT,make a movie about gambit,2,2017-07-05T08:03:09Z,2017-07-05T08:03:09Z,UgjqXnAiodmzmXgCoAEC
wUn05hdkhjM,this movie Guardians Of The Galaxy Vol 2  CGI use never ever Hollywood movie using CGI this movie use WOW  ???? 😥😥😥😥😥,this movie guardians of the galaxy vol 2  cgi use never ever hollywood movie using cgi this movie use wow   ,0,2017-07-04T02:44:55Z,2017-07-04T02:44:55Z,UghoD1_1nvb74XgCoAEC
wUn05hdkhjM,less than 2 minutes and i got Guardians.of.the.Galaxy.Vol-2.2017.1080p.HD-TS.x264-24HD,less than 2 minutes and i got guardiansofthegalaxyvol220171080phdtsx26424hd,0,2017-07-02T07:03:43Z,2017-07-02T07:03:43Z,Ugij4GVsO4NaUngCoAEC
wUn05hdkhjM,DC bad Marvle good,dc bad marvle good,2,2017-07-01T00:18:24Z,2017-07-01T00:18:24Z,Ugi5nOfZa6B4EngCoAEC
wUn05hdkhjM,VOL . 3 and IROMAN 4 ! 2018,vol  3 and iroman 4  2018,1,2017-06-29T19:05:43Z,2017-06-29T19:05:43Z,UggfBbnk7cumPHgCoAEC
wUn05hdkhjM,<b>😂😂😂😂😂 I LIKE YOU ROCKET AND GUROOT</b>, i like you rocket and guroot,1,2017-06-24T23:33:11Z,2017-06-24T23:33:11Z,Ugjsi6Jwa9d7aXgCoAEC
wUn05hdkhjM,Starlord- dances with gamora <br>Gamora- fires a big gun<br>Drax- DIE SPACESHIP!<br>Rocket- opens gun <br>Groot- waves at gamora<br>Yondu- uses arrow thing<br>Mantis- turns around (poor her),"starlord dances with gamora 
gamora fires a big gun
drax die spaceship
rocket opens gun 
groot waves at gamora
yondu uses arrow thing
mantis turns around poor her",0,2017-06-19T22:56:20Z,2017-06-19T22:56:20Z,UgjnJzN-XkWUrXgCoAEC
wUn05hdkhjM,"In retrospect, I&#39;m kinda glad I saw this trailer after the movie.  It doesn&#39;t spoil too much, but it does ruin the ambiguity of a couple things.  More importantly, though, it&#39;s rather misleading and puts too much of the plot on the table for my liking.  Personally, I feel like this movie is best enjoyed from a blank slate.",in retrospect im kinda glad i saw this trailer after the movie  it doesnt spoil too much but it does ruin the ambiguity of a couple things  more importantly though its rather misleading and puts too much of the plot on the table for my liking  personally i feel like this movie is best enjoyed from a blank slate,1,2017-06-19T04:05:23Z,2017-06-19T04:05:23Z,Ugg7HFgWV0W9bngCoAEC
wUn05hdkhjM,Plz sub to me plz new channel,plz sub to me plz new channel,1,2017-06-16T20:16:54Z,2017-06-16T20:16:54Z,UgimWEHmWujUqXgCoAEC
wUn05hdkhjM,"Guys, CARRERASTOYS on Instagram has a massive Marvel giveaway. Follow him to enter @carrerastoys !! 👌🏽 <a href=""http://www.youtube.com/results?search_query=%23marvel"">#marvel</a> <a href=""http://www.youtube.com/results?search_query=%23TMNY"">#TMNY</a>",guys carrerastoys on instagram has a massive marvel giveaway follow him to enter carrerastoys   marvel tmny,0,2017-06-13T15:04:52Z,2017-06-13T15:04:52Z,Ugg-0U60fset83gCoAEC
wUn05hdkhjM,the thing star lord is holding is like a old soccer game thing,the thing star lord is holding is like a old soccer game thing,0,2017-06-13T12:27:53Z,2017-06-13T12:27:53Z,Ughga1as8EhiL3gCoAEC
wUn05hdkhjM,Keep the likes on this comment even for baby gru [small tree],keep the likes on this comment even for baby gru small tree,0,2017-06-13T00:26:53Z,2017-06-13T00:26:53Z,UgiOkM8k1L5BSngCoAEC
wUn05hdkhjM,do marvel heart comments?,do marvel heart comments,0,2017-06-11T14:28:57Z,2017-06-11T14:28:57Z,UgjlUMAzg6Q8j3gCoAEC
wUn05hdkhjM,admit it the movie was bullshit but it was worth it watching baby groot and all of them laughing and making jokes,admit it the movie was bullshit but it was worth it watching baby groot and all of them laughing and making jokes,1,2017-06-10T08:55:29Z,2017-06-10T08:55:29Z,UggYyADbrCg5BXgCoAEC
wUn05hdkhjM,Mind blown at the end,mind blown at the end,0,2017-06-01T07:09:00Z,2017-06-01T07:09:00Z,UgjSQ0wq6gUxcngCoAEC
wUn05hdkhjM,This movie was awesome but quit the SJW bullshit,this movie was awesome but quit the sjw bullshit,1,2017-05-31T15:37:20Z,2017-05-31T15:37:20Z,UghzXXrkvUnLzXgCoAEC
wUn05hdkhjM,His colour is yellow.,his colour is yellow,0,2017-05-26T10:25:25Z,2017-05-26T10:25:25Z,UghU6vlttQU7angCoAEC
